C1
"Aneurysm, Infected"
Extravasation of Diagnostic and Therapeutic Materials
Injection Site Reaction
Femoracetabular Impingement
Fibrosis
Cicatrix
"Cicatrix, Hypertrophic"
Keloid
Tissue Adhesions
Liver Cirrhosis
"Liver Cirrhosis, Alcoholic"
"Liver Cirrhosis, Biliary"
"Liver Cirrhosis, Experimental"
Nephrogenic Fibrosing Dermopathy
Peritoneal Fibrosis
Pulmonary Fibrosis
Radiation Fibrosis Syndrome
Retroperitoneal Fibrosis
Frailty
Genomic Instability
Chromosomal Instability
Chromosome Fragility
Microsatellite Instability
Gliosis
Granuloma
Eosinophilic Granuloma
Granuloma Annulare
"Granuloma, Foreign-Body"
"Granuloma, Giant Cell"
"Granuloma, Plasma Cell"
"Granuloma, Pyogenic"
"Granuloma, Respiratory Tract"
"Granuloma, Laryngeal"
Necrobiotic Xanthogranuloma
"Granulomatosis, Orofacial"
Growth Disorders
Fetal Growth Retardation
Hemolysis
Hemorrhage
"Blood Loss, Surgical"
Ecchymosis
Epistaxis
Exsanguination
Eye Hemorrhage
Choroid Hemorrhage
Hyphema
Retinal Hemorrhage
Vitreous Hemorrhage
Gastrointestinal Hemorrhage
Hematemesis
Melena
Peptic Ulcer Hemorrhage
Hemarthrosis
Hematocele
Hematoma
Aortic Intramural Hematoma
"Hematoma, Epidural, Cranial"
"Hematoma, Epidural, Spinal"
"Hematoma, Subdural"
"Hematoma, Subdural, Acute"
"Hematoma, Subdural, Chronic"
"Hematoma, Subdural, Intracranial"
"Hematoma, Subdural, Spinal"
Hematuria
Hemobilia
Hemoperitoneum
Hemoptysis
Hemothorax
Hemopneumothorax
Intracranial Hemorrhages
Cerebral Hemorrhage
Basal Ganglia Hemorrhage
Putaminal Hemorrhage
Cerebral Intraventricular Hemorrhage
"Hematoma, Epidural, Cranial"
"Hematoma, Subdural"
"Hematoma, Subdural, Acute"
"Hematoma, Subdural, Chronic"
"Hematoma, Subdural, Intracranial"
Subarachnoid Hemorrhage
Oral Hemorrhage
Gingival Hemorrhage
Postoperative Hemorrhage
Endoleak
Purpura
Purpura Fulminans
"Purpura, Hyperglobulinemic"
IgA Vasculitis
"Purpura, Thrombocytopenic"
"Purpura, Thrombocytopenic, Idiopathic"
"Purpura, Thrombotic Thrombocytopenic"
Waterhouse-Friderichsen Syndrome
Retrobulbar Hemorrhage
"Shock, Hemorrhagic"
Uterine Hemorrhage
Menorrhagia
Metrorrhagia
Postpartum Hemorrhage
Hyperammonemia
Hyperamylasemia
Hyperbilirubinemia
"Hyperbilirubinemia, Neonatal"
"Jaundice, Neonatal"
Jaundice
"Jaundice, Obstructive"
Kernicterus
Hyperplasia
Hyperuricemia
Hypovolemia
Inflammation
Acute-Phase Reaction
Foreign-Body Reaction
Implant Capsular Contracture
Neurogenic Inflammation
Neuroinflammatory Diseases
Seroma
Serositis
Suppuration
Abscess
Cellulitis
Empyema
"Empyema, Pleural"
"Empyema, Tuberculous"
"Empyema, Subdural"
Systemic Inflammatory Response Syndrome
Cytokine Release Syndrome
Sepsis
Bacteremia
Endotoxemia
Hemorrhagic Septicemia
Fungemia
Candidemia
Neonatal Sepsis
Parasitemia
"Shock, Septic"
Viremia
"Hemorrhagic Septicemia, Viral"
Thromboinflammation
Intraoperative Complications
"Blood Loss, Surgical"
Intraoperative Awareness
Malignant Hyperthermia
Ischemia
Chronic Limb-Threatening Ischemia
Infarction
Brain Infarction
Brain Stem Infarctions
Lateral Medullary Syndrome
Cerebral Infarction
CADASIL
"Dementia, Multi-Infarct"
"Infarction, Anterior Cerebral Artery"
"Infarction, Middle Cerebral Artery"
"Infarction, Posterior Cerebral Artery"
"Stroke, Lacunar"
Hepatic Infarction
Myocardial Infarction
Anterior Wall Myocardial Infarction
Inferior Wall Myocardial Infarction
MINOCA
Non-ST Elevated Myocardial Infarction
"Shock, Cardiogenic"
ST Elevation Myocardial Infarction
Pulmonary Infarction
Splenic Infarction
No-Reflow Phenomenon
Leukoaraiosis
Leukocytosis
Lithiasis
Long Term Adverse Effects
Malacoplakia
Menstruation Disturbances
Amenorrhea
Dysmenorrhea
Menorrhagia
Oligomenorrhea
Premenstrual Syndrome
Premenstrual Dysphoric Disorder
Metaplasia
"Neovascularization, Pathologic"
Choroidal Neovascularization
Polypoidal Choroidal Vasculopathy
Corneal Neovascularization
Retinal Neovascularization
Muscle Weakness
Dropped Head Syndrome
Myotoxicity
Necrosis
Dental Pulp Necrosis
"DNA Degradation, Necrotic"
Fat Necrosis
Gangrene
Infarction
Brain Infarction
Brain Stem Infarctions
Lateral Medullary Syndrome
Cerebral Infarction
CADASIL
"Dementia, Multi-Infarct"
"Infarction, Anterior Cerebral Artery"
"Infarction, Middle Cerebral Artery"
"Infarction, Posterior Cerebral Artery"
"Stroke, Lacunar"
Hepatic Infarction
Myocardial Infarction
Anterior Wall Myocardial Infarction
Inferior Wall Myocardial Infarction
MINOCA
Non-ST Elevated Myocardial Infarction
"Shock, Cardiogenic"
ST Elevation Myocardial Infarction
Pulmonary Infarction
Splenic Infarction
Osteonecrosis
Bisphosphonate-Associated Osteonecrosis of the Jaw
Femur Head Necrosis
Neointima
Neoplastic Processes
Anaplasia
Carcinogenesis
"Cell Transformation, Neoplastic"
Blast Crisis
"Cell Transformation, Viral"
"Warburg Effect, Oncologic"
Cocarcinogenesis
Neoplasm Invasiveness
Leukemic Infiltration
Neoplasm Metastasis
Extranodal Extension
Lymphatic Metastasis
Neoplasm Micrometastasis
Neoplasm Seeding
"Neoplasms, Unknown Primary"
"Neoplastic Cells, Circulating"
"Neoplasm Recurrence, Local"
"Neoplasm Regression, Spontaneous"
"Neoplasm, Residual"
Oncogene Addiction
Nerve Degeneration
Retrograde Degeneration
Subacute Combined Degeneration
Wallerian Degeneration
Ochronosis
"Ossification, Heterotopic"
Ossification of Posterior Longitudinal Ligament
Ototoxicity
Pigmentation Disorders
Polydipsia
"Polydipsia, Psychogenic"
Postoperative Complications
Afferent Loop Syndrome
Anastomotic Leak
Breast Cancer Lymphedema
Corneal Endothelial Cell Loss
Coronary-Subclavian Steal Syndrome
Delayed Emergence from Anesthesia
Emergence Delirium
Failed Back Surgery Syndrome
"Graft Occlusion, Vascular"
Incisional Hernia
Low Anterior Resection Syndrome
Malignant Hyperthermia
"Pain, Postoperative"
Phantom Limb
Postcholecystectomy Syndrome
Postgastrectomy Syndromes
Dumping Syndrome
Postoperative Cognitive Complications
Postoperative Hemorrhage
Endoleak
Postoperative Nausea and Vomiting
Postpericardiotomy Syndrome
Prosthesis Failure
Implant Capsular Contracture
Prosthesis-Related Infections
Reperfusion Injury
Myocardial Reperfusion Injury
Post-Cardiac Arrest Syndrome
Primary Graft Dysfunction
"Shock, Surgical"
Short Bowel Syndrome
Slit Ventricle Syndrome
Surgical Wound Dehiscence
Surgical Wound Infection
Vasoplegia
"Protein Aggregation, Pathological"
Respiratory Aspiration
Respiratory Aspiration of Gastric Contents
Retropneumoperitoneum
Sclerosis
Shock
Multiple Organ Failure
"Shock, Cardiogenic"
"Shock, Hemorrhagic"
"Shock, Surgical"
"Shock, Traumatic"
Systemic Inflammatory Response Syndrome
Cytokine Release Syndrome
"Shock, Septic"
Teratogenesis
Toxic Optic Neuropathy
Ulcer
Vascular Remodeling
Yang Deficiency
Yin Deficiency
Signs and Symptoms
"Aging, Premature"
Asthenia
Body Odor
Body Temperature Changes
Fever
Drug Fever
Fever of Unknown Origin
Sweating Sickness
Hyperthermia
Malignant Hyperthermia
Hypothermia
Body Weight
Birth Weight
Fetal Macrosomia
Body Weight Changes
Body-Weight Trajectory
Weight Gain
Gestational Weight Gain
Weight Cycling
Weight Loss
Cachexia
Weight Cycling
Fetal Weight
Overweight
Obesity
"Obesity, Abdominal"
"Obesity, Maternal"
"Obesity, Metabolically Benign"
"Obesity, Morbid"
Pediatric Obesity
Thinness
Cachexia
Emaciation
"Cardiac Output, High"
"Cardiac Output, Low"
Chills
Cyanosis
"Brief, Resolved, Unexplained Event"
Edema
"Edema, Cardiac"
Hydrops Fetalis
Eye Manifestations
Corneal Endothelial Cell Loss
Eye Hemorrhage
Eye Pain
Susac Syndrome
Failure to Thrive
Fatigue
Emotional Exhaustion
Mental Fatigue
"Alert Fatigue, Health Personnel"
Compassion Fatigue
Overtraining Syndrome
Feminization
Fetal Distress
Heart Murmurs
Systolic Murmurs
Hot Flashes
Hypergammaglobulinemia
Hyperlactatemia
Hypertriglyceridemic Waist
Intermittent Claudication
Medically Unexplained Symptoms
Mobility Limitation
Motion Sickness
Space Motion Sickness
Myocardial Stunning
Neurologic Manifestations
Bilateral Vestibulopathy
Cerebrospinal Fluid Leak
Cerebrospinal Fluid Otorrhea
Cerebrospinal Fluid Rhinorrhea
Cerebral Cortical Thinning
Decerebrate State
Dyskinesias
Ataxia
Cerebellar Ataxia
Gait Ataxia
Athetosis
Catalepsy
Chorea
"Dyskinesia, Drug-Induced"
Tardive Dyskinesia
Dystonia
Torticollis
Hyperkinesis
Hypokinesia
Myoclonus
Psychomotor Agitation
"Akathisia, Drug-Induced"
Synkinesis
Tics
Tremor
"Gait Disorders, Neurologic"
Gait Apraxia
Gait Ataxia
Meningism
Neurobehavioral Manifestations
Anhedonia
Catatonia
Communication Disorders
Language Disorders
Agraphia
Anomia
Dyslexia
"Dyslexia, Acquired"
"Alexia, Pure"
Language Development Disorders
Specific Language Disorder
Speech Disorders
Aphasia
"Aphasia, Broca"
"Aphasia, Conduction"
"Aphasia, Primary Progressive"
Primary Progressive Nonfluent Aphasia
"Aphasia, Wernicke"
Articulation Disorders
Dysarthria
Echolalia
Mutism
Stuttering
Learning Disabilities
Specific Language Disorder
Specific Learning Disorder
Agraphia
Dyscalculia
Dyslexia
"Dyslexia, Acquired"
Confusion
Delirium
Emergence Delirium
Consciousness Disorders
Unconsciousness
Coma
Persistent Vegetative State
Stupor
Syncope
"Syncope, Vasovagal"
Lethargy
Mania
Memory Disorders
Amnesia
"Amnesia, Anterograde"
"Amnesia, Retrograde"
"Amnesia, Transient Global"
Korsakoff Syndrome
Alcoholic Korsakoff Syndrome
Intellectual Disability
Perceptual Disorders
Agnosia
Gerstmann Syndrome
Prosopagnosia
Alice in Wonderland Syndrome
Allesthesia
Auditory Perceptual Disorders
Hallucinations
Charles Bonnet Syndrome
Illusions
Phantom Limb
Psychomotor Disorders
Apraxias
Alien Limb Phenomenon
"Apraxia, Ideomotor"
Gait Apraxia
Psychomotor Agitation
Neuromuscular Manifestations
Fasciculation
Muscle Cramp
Muscle Hypertonia
Muscle Rigidity
Muscle Spasticity
Muscle Hypotonia
Muscle Weakness
Dropped Head Syndrome
Muscular Atrophy
Sarcopenia
Myokymia
Myotonia
Spasm
Hemifacial Spasm
Trismus
Tetany
Orthostatic Intolerance
Pain
Abdominal Pain
"Abdomen, Acute"
Acute Pain
Arthralgia
Shoulder Pain
Back Pain
Failed Back Surgery Syndrome
Low Back Pain
Breakthrough Pain
Cancer Pain
Chest Pain
Angina Pectoris
"Angina, Unstable"
"Angina Pectoris, Variant"
"Angina, Stable"
Chronic Pain
Earache
Eye Pain
Facial Pain
Toothache
Flank Pain
Glossalgia
Headache
Slit Ventricle Syndrome
Labor Pain
Mastodynia
Metatarsalgia
Morton Neuroma
Musculoskeletal Pain
Myalgia
Pelvic Girdle Pain
Neck Pain
Neuralgia
Morton Neuroma
"Neuralgia, Postherpetic"
Piriformis Muscle Syndrome
Pudendal Neuralgia
Sciatica
Nociceptive Pain
Visceral Pain
"Pain, Intractable"
"Pain, Postoperative"
Phantom Limb
"Pain, Procedural"
"Pain, Referred"
Pelvic Pain
Dysmenorrhea
Pelvic Girdle Pain
Piriformis Muscle Syndrome
Renal Colic
Paralysis
Facial Paralysis
Gastroparesis
Hemiplegia
Ophthalmoplegia
"Ophthalmoplegia, Chronic Progressive External"
Kearns-Sayre Syndrome
Ophthalmoplegic Migraine
"Supranuclear Palsy, Progressive"
Paraplegia
Brown-Sequard Syndrome
Pseudobulbar Palsy
Quadriplegia
Locked-In Syndrome
Respiratory Paralysis
Vocal Cord Paralysis
Paresis
Paraparesis
"Paraparesis, Spastic"
Psychophysiologic Disorders
Pupil Disorders
Anisocoria
Miosis
Horner Syndrome
Tonic Pupil
"Reflex, Abnormal"
Seizures
Alcohol Withdrawal Seizures
Psychogenic Nonepileptic Seizures
"Seizures, Febrile"
Status Epilepticus
Epilepsia Partialis Continua
Sensation Disorders
Dizziness
Hearing Disorders
Hearing Loss
Deafness
Deaf-Blind Disorders
CHARGE Syndrome
"Hearing Loss, Bilateral"
"Hearing Loss, Conductive"
"Hearing Loss, Functional"
"Hearing Loss, High-Frequency"
"Hearing Loss, Mixed Conductive-Sensorineural"
"Hearing Loss, Sensorineural"
"Hearing Loss, Central"
"Hearing Loss, Noise-Induced"
Presbycusis
Usher Syndromes
"Hearing Loss, Sudden"
"Hearing Loss, Unilateral"
"Hearing Loss, Hidden"
Hyperacusis
Tinnitus
Olfaction Disorders
Anosmia
Somatosensory Disorders
Hyperalgesia
Hyperesthesia
Hypesthesia
Paresthesia
Taste Disorders
Ageusia
Dysgeusia
Vision Disorders
Alice in Wonderland Syndrome
Amblyopia
Blindness
Amaurosis Fugax
"Blindness, Cortical"
Deaf-Blind Disorders
CHARGE Syndrome
Color Vision Defects
Diplopia
Hemianopsia
Photophobia
Scotoma
"Vision, Low"
Sleep Wake Disorders
Sleep Deprivation
Susac Syndrome
"Urinary Bladder, Neurogenic"
Vertigo
Benign Paroxysmal Positional Vertigo
Voice Disorders
Aphonia
Dysphonia
Hoarseness
Oral Manifestations
Oral Hemorrhage
Polydipsia
"Polydipsia, Psychogenic"
Prodromal Symptoms
Pseudophakia
Renal Colic
Reticulocytosis
"Signs and Symptoms, Digestive"
Abdominal Pain
"Abdomen, Acute"
Aerophagy
Anorexia
Constipation
Opioid-Induced Constipation
Diarrhea
"Diarrhea, Infantile"
Dyspepsia
Encopresis
Eructation
Flatulence
Food Intolerance
Gagging
Halitosis
Heartburn
Hiccup
Hyperphagia
Bulimia
Nausea
Postoperative Nausea and Vomiting
Pica
Vomiting
Hematemesis
Morning Sickness
Hyperemesis Gravidarum
Postoperative Nausea and Vomiting
"Vomiting, Anticipatory"
"Signs and Symptoms, Respiratory"
Epistaxis
Hypoxia
Fetal Hypoxia
"Hypoxia, Brain"
"Hypoxia-Ischemia, Brain"
Platypnea Orthodeoxia Syndrome
Apnea
Cheyne-Stokes Respiration
Cough
Chronic Cough
Dyspnea
"Dyspnea, Paroxysmal"
Platypnea Orthodeoxia Syndrome
Hemoptysis
Hoarseness
Hypercapnia
Hyperoxia
Hyperventilation
Hypocapnia
Hypoventilation
"Brief, Resolved, Unexplained Event"
Mouth Breathing
Patient-Ventilator Asynchrony
Respiratory Sounds
Snoring
Rhinorrhea
Cerebrospinal Fluid Rhinorrhea
Sneezing
Tachypnea
Transient Tachypnea of the Newborn
Skin Manifestations
Cafe-au-Lait Spots
Cellulite
Ecchymosis
Erythema
Erythema Ab Igne
Flushing
Jaundice
"Jaundice, Obstructive"
Livedo Reticularis
Necrolytic Migratory Erythema
Pallor
Pruritus
Tinea Pedis
Purpura
Purpura Fulminans
"Purpura, Hyperglobulinemic"
IgA Vasculitis
"Purpura, Thrombocytopenic"
"Purpura, Thrombocytopenic, Idiopathic"
"Purpura, Thrombotic Thrombocytopenic"
Waterhouse-Friderichsen Syndrome
Striae Distensae
Sleepiness
Travel-Related Illness
Jet Lag Syndrome
Urological Manifestations
Crystalluria
Hypercalciuria
Lower Urinary Tract Symptoms
Dysuria
Nocturia
Prostatism
"Urinary Bladder, Overactive"
"Urinary Bladder, Underactive"
Urinary Incontinence
"Urinary Incontinence, Stress"
"Urinary Incontinence, Urge"
Oliguria
Polyuria
Proteinuria
Albuminuria
Hemoglobinuria
Urinoma
Virilism
Hirsutism
Occupational Diseases
Agricultural Workers' Diseases
Chronic Kidney Diseases of Uncertain Etiology
Farmer's Lung
Silo Filler's Disease
"Asthma, Occupational"
Bird Fancier's Lung
"Dermatitis, Occupational"
Hand-Arm Vibration Syndrome
High Pressure Neurological Syndrome
Inert Gas Narcosis
Laboratory Infection
Occupational Stress
"Burnout, Professional"
Persian Gulf Syndrome
Pneumoconiosis
Asbestosis
Berylliosis
Byssinosis
Caplan Syndrome
Siderosis
Silicosis
Anthracosilicosis
Silicotuberculosis
"Sleep Disorders, Circadian Rhythm"
Chemically-Induced Disorders
Drug-Related Side Effects and Adverse Reactions
"Akathisia, Drug-Induced"
Anticholinergic Syndrome
Cardiotoxicity
Chemotherapy-Related Cognitive Impairment
Drug Hypersensitivity
"Asthma, Aspirin-Induced"
Drug Eruptions
Acute Generalized Exanthematous Pustulosis
Drug Hypersensitivity Syndrome
Erythema Nodosum
Hand-Foot Syndrome
Nicolau Syndrome
Serum Sickness
Stevens-Johnson Syndrome
Drug Fever
Chemical and Drug Induced Liver Injury
"Chemical and Drug Induced Liver Injury, Chronic"
Ototoxicity
"Dyskinesia, Drug-Induced"
Injection Site Reaction
Metabolic Side Effects of Drugs and Substances
Myotoxicity
Propofol Infusion Syndrome
Serotonin Syndrome
Toxic Optic Neuropathy
Poisoning
Arsenic Poisoning
Bites and Stings
Insect Bites and Stings
Scorpion Stings
Snake Bites
Spider Bites
Tick Bites
Tick Toxicoses
Tick Paralysis
Carbon Tetrachloride Poisoning
Chemical and Drug Induced Liver Injury
"Chemical and Drug Induced Liver Injury, Chronic"
Fluoride Poisoning
Foodborne Diseases
Botulism
Ciguatera Poisoning
Favism
Mushroom Poisoning
Salmonella Food Poisoning
Shellfish Poisoning
Staphylococcal Food Poisoning
Gas Poisoning
Carbon Monoxide Poisoning
Inert Gas Narcosis
Heavy Metal Poisoning
Argyria
Cadmium Poisoning
Lead Poisoning
"Lead Poisoning, Nervous System"
"Lead Poisoning, Nervous System, Adult"
"Lead Poisoning, Nervous System, Childhood"
Manganese Poisoning
Mercury Poisoning
"Mercury Poisoning, Nervous System"
Acrodynia
Mycotoxicosis
Aflatoxin Poisoning
Ergotism
Mushroom Poisoning
Neurotoxicity Syndromes
"Akathisia, Drug-Induced"
"Alcohol-Induced Disorders, Nervous System"
Alcohol Amnestic Disorder
Alcoholic Korsakoff Syndrome
Alcohol Withdrawal Delirium
Alcohol Withdrawal Seizures
Alcoholic Neuropathy
"Dyskinesia, Drug-Induced"
MPTP Poisoning
Neuroleptic Malignant Syndrome
Organophosphate Poisoning
Plant Poisoning
Favism
Lathyrism
Milk Sickness
"Psychoses, Substance-Induced"
"Psychoses, Alcoholic"
Water Intoxication
Substance-Related Disorders
Alcohol-Related Disorders
Alcohol-Induced Disorders
"Alcohol-Induced Disorders, Nervous System"
Alcohol Amnestic Disorder
Alcoholic Korsakoff Syndrome
Alcohol Withdrawal Delirium
Alcohol Withdrawal Seizures
Alcoholic Neuropathy
"Cardiomyopathy, Alcoholic"
Fetal Alcohol Spectrum Disorders
"Liver Diseases, Alcoholic"
"Fatty Liver, Alcoholic"
"Hepatitis, Alcoholic"
"Liver Cirrhosis, Alcoholic"
"Pancreatitis, Alcoholic"
"Psychoses, Alcoholic"
Alcoholic Intoxication
Alcoholism
Binge Drinking
Wernicke Encephalopathy
Amphetamine-Related Disorders
Cocaine-Related Disorders
Drug Misuse
Prescription Drug Misuse
Drug Overdose
Opiate Overdose
Prescription Drug Overuse
Inhalant Abuse
Marijuana Abuse
Cannabinoid Hyperemesis Syndrome
Narcotic-Related Disorders
Opioid-Induced Constipation
Opioid-Related Disorders
Heroin Dependence
Morphine Dependence
Opiate Overdose
Opium Dependence
Neonatal Abstinence Syndrome
Phencyclidine Abuse
"Psychoses, Substance-Induced"
"Substance Abuse, Intravenous"
"Substance Abuse, Oral"
Substance Withdrawal Syndrome
Alcohol Withdrawal Delirium
Alcohol Withdrawal Seizures
Tobacco Use Disorder
Wounds and Injuries
Abdominal Injuries
"Hernia, Diaphragmatic, Traumatic"
Splenic Rupture
Splenosis
Stomach Rupture
Accidental Injuries
"Amputation, Traumatic"
"Multiple Amputations, Traumatic"
Arm Injuries
Elbow Injuries
Elbow Fractures
"Humeral Fractures, Distal"
Olecranon Fracture
Radial Head and Neck Fractures
Elbow Tendinopathy
Monteggia's Fracture
Tennis Elbow
Forearm Injuries
Radius Fractures
Radial Head and Neck Fractures
Ulna Fractures
Olecranon Fracture
Humeral Fractures
"Humeral Fractures, Distal"
Wrist Injuries
Wrist Fractures
Asphyxia
Athletic Injuries
Back Injuries
Spinal Injuries
Spinal Fractures
Barotrauma
Blast Injuries
Decompression Sickness
Birth Injuries
Neonatal Brachial Plexus Palsy
"Paralysis, Obstetric"
Bites and Stings
"Bites, Human"
Insect Bites and Stings
Scorpion Stings
Snake Bites
Spider Bites
Tick Bites
Burns
"Burns, Chemical"
"Burns, Electric"
"Burns, Inhalation"
Smoke Inhalation Injury
Erythema Ab Igne
Eye Burns
Sunburn
Cold Injury
Frostbite
Chilblains
Contrecoup Injury
Crush Injuries
Crush Syndrome
Joint Dislocations
"Diastasis, Bone"
Pubic Symphysis Diastasis
"Diastasis, Muscle"
Fracture Dislocation
Colles' Fracture
Monteggia's Fracture
Salter-Harris Fractures
Hip Dislocation
Knee Dislocation
Patellar Dislocation
Shoulder Dislocation
Drowning
Near Drowning
Electric Injuries
"Burns, Electric"
Conducted Energy Weapon Injuries
Lightning Injuries
Esophageal Perforation
Extravasation of Diagnostic and Therapeutic Materials
Foreign Bodies
Bezoars
Eye Foreign Bodies
Foreign-Body Migration
Artificial Lens Implant Migration
Intrauterine Device Migration
Foreign-Body Reaction
"Granuloma, Foreign-Body"
"Fractures, Bone"
Ankle Fractures
Elbow Fractures
"Humeral Fractures, Distal"
Olecranon Fracture
Radial Head and Neck Fractures
Fibula Fractures
Fracture Dislocation
Salter-Harris Fractures
"Fractures, Avulsion"
Femoral Fractures
"Femoral Fractures, Distal"
Hip Fractures
Femoral Neck Fractures
Proximal Femoral Fractures
Hoffa Fracture
Proximal Femoral Fractures
"Fractures, Closed"
"Fractures, Comminuted"
"Fractures, Compression"
"Fractures, Malunited"
"Fractures, Multiple"
"Fractures, Open"
"Fractures, Spontaneous"
"Fractures, Stress"
"Fractures, Ununited"
Pseudarthrosis
Humeral Fractures
"Humeral Fractures, Distal"
Intra-Articular Fractures
Knee Fractures
Hoffa Fracture
Patella Fracture
Tibial Plateau Fractures
Osteoporotic Fractures
Periprosthetic Fractures
Radius Fractures
Colles' Fracture
Radial Head and Neck Fractures
Rib Fractures
Shoulder Fractures
